label,text
negative,"Visiting from Cali food was NOT GOOD. I had never experienced such a place in my life and that is not a compliment. Their food made me sick for almost a week. Going there with an \"open mind\" will only cost you money and possibly an entire week in the toilet. Owners really have no concern for their customers. I give it ZERO stars and hope who ever reads this doesn't make the same mistake I did."
negative,"Update.....just fell back in love with Paul Simon's So Crazy After All These Years.  What a good song.  Here is my review that this update is for.  I ate there for their reopening.:\n\nThere were three of us that ate there tonight and we did our version of a a tasting menu aka sharing our food. I had the portabella sandwich my new friends order the pesto gnocchi with the house salad with the lemon dill dressing and the 18\" Margarita pizza. First my sandwich was was bland. The red peppers weren't roasted enough and the bottom bun was very soggy. I'll let that pass since I cut it into four portions for sharing. Winner was the Pita Jungle portabella sandwich which is what I had earlier in the evening. \n\nThe gnocchi were swimming in the sauce. You could taste the pesto but it left a salty after taste the gnocchi texture was dead on however. The pizza was the worst thing. Toasty crust on one side and much lighter on the other. It was bland too and not to mention soggy in the middle.  We each had a slice and the rest went home with Apyrl.\n\nHere's the time table...seated at 8:32 signed the waivers as they were filming for their purposes order taken at 8:42. Culinary Connie's salad arrived at 9:25 and the rest of the meal one at a time at 9:40 41 and we were asked if there was anything else and we told the food runner we were waiting on a pizza which was immediately brought out to us. Water was constantly refilled but it was warm (probably tap) from a plastic tupperware like container. The ice in my glass was melted and never re-added to my glass or the pitcher of water keep the water cool.\n\nI asked our server is she gets the tips and she said that everyone was asking that. I paid with my card and gave her cash. We asked for separate checks when we placed the order and was told it wouldn't be a problem. As on KN Samy entered all the tickets and we received one bill at the end of the night. Samy seemed a bit flustered as our server tried to explain to him who had what. He came over and said to me what did you have? Mushroom. Okay around $17. Around? He did have it correct when the receipt came out. Apyrl was paying cash wanted a receipt so she could put it on her expense report as she was in town on business\/seeing family. He ended up giving her the receipt for all three of us. She left $5 on the table and he made a point to tell the server that it was hers.\n\nThe service was very good. Very attentive and always smiling."
negative,"Wanted to check this place out to see if the crazy was really crazy got there at 6:30 hours say they are open till 9 but guess they weren't in the mood to stay open cuz the owner said they were closing when we walked in...I guess the food really does suck cuz every restaurant around them was super busy...sad..."
negative,"I live in mesa work in scottsdale decided to give this place a try. I don't have cable so I must have missed what happened hope they have it on YouTube. \n\nUnfortunately the food was not so good (and I am not a picky eater! As long as it has cheese it's all good) but the lasagna was tasteless. The dessert was great! Thank you! And that's the reason for the two stars. Waiter was great. Owner not so nice. The vibe was a bit off felt like they didn't want us there!\n\nBut I would like to say to my other wonderful YELPERS that calling these people names ...the c*** word etc....lowers us to their same level of insanity.\nSo I will do my part and no longer make them money simply don't eat there!\n\nBut please please let's be civiladult educated people and not bullies!!!!\nThey are still people...someone wrote that they should be shot?? Why?? Over bad attitude? Lots of people would be lined up and executed including some of you and maybe me....who knows!? \nAll I'm saying is this is getting kinda extreme...\nSome reviews make me laugh till I cry and smile but some are just vile and make me deeply sad.\n\nLet that marinate......"
negative,"After seeing the disaster on Kitchen Nightmares my wife and I were very intrigued.  We went here on a Saturday night around 7:30 PM and the restaurant was at about 20% capacity.  Samy was very nice and even Amy smiled at us from the kitchen.  Our server was almost too nice if that is possible.  It was very clean which is why I couldn't in good conscience give it 1 star.  \n\nI ordered the sausage and pepperoni pizza and my wife had the spinach and goat cheese salad.  Hers was average and mine was fairly weak.  The middle was soggy dough and needed to be eaten with a fork.  It also had pesto sauce on it which was very much overkill.  \n\nWe got the dessert to go which was some white chocolate\/coconut pie deal.  Not very good at all.  \n\nWhen we left the restaurant there were 5 other patrons at what should have been the busiest time of the week.  Samy and Amy were seated at a table near the front since there were no more meals needing to be made.  She was scanning on her iPad probably reading reviews.  \n\nIn all honesty my wife and I kind of felt bad for them.  If only they could have swallowed their pride and let Gordon Ramsay do his thing it would probably would have been a huge success.  Instead they are empty on Saturday evenings and will probably be out of business in the not too distant future...too bad..."
negative,"Really really bad food...went there last weekend. Owner sammy is cool not too sure about his wife who looked scary. I had already known she couldnt take any criticism so sending my food back was out of the question. go somewhere else"
negative,"I wish I could give them 0.5 star! The food was \"Meh\" I could whip up a TV dinner and it would taste the same honestly. But the worst thing was the service and overall atmosphere. The male owner (husband) was a bully!! I really didn't enjoy my sandwich much but I swear I was way to afraid to say anything!! He kept giving me this \"look\" (I can't describe it really) and it just made me feel like I needed to eat fast and leave. I would HIGHLY recommend that NO ONE goes there to eat I know it's mean but it's the truth. The food and stress isn't worth it."
negative,"Visiting some friends in AZ and we decided to pull over and grab some food. We initially stopped to grab some gelato but upon deciding we were hungrier thought we would grab a bite and get some gelato for after. \n\nTorn between the pita place and Amy's Baking Company I won the vote to head into Amy's. Sometimes winning the vote is not a good thing.\n\nMoment we stepped inside the service was instantly poor. sat ourselves down and waited and waited til we got some menu's. Then waited and waited for them to take a drinks order. Normally I wouldn't be as fussy but AZ is freaking hot so i need my fluids man!\n\nI ordered the Margarita pizza as i love pizza and like to try it in as many different places i can. This unfortunately was a let down. My wife didnt even finish her meal of Insalata Caprese salad due to its unfresh taste.\n\nVery underwhelming overall experience and simple things like good service refills even bread to chew on while you wait for your meal (which also took a ridiculously long time to make its way to us after waiting ages to give our order) were overlooked (charge extra for bread! come on!)\n\nIf I was local i wouldn't frequent this place and next time my vote will go to pita jungle!"
negative,"Okay so I'll be honest I saw the Kitchen Nightmares episode and I only went because a train wreck that close to home was too tempting to pass up. The inside of the restaurant is nice although there is a line of mirrors and sconces on the back wall that are hung crooked and that was a little distracting for my OCD. The volume on the music is up too loud to have any sort of conversation without yelling across the table and around 8pm they dim the lights so low I had a hard time seeing anything at all. \n\nThe servers are friendly they say they are now receiving their tips although there is no telling how true that is so I suggest giving them cash separate from however you decide to pay your bill.\n\nAs soon as we walked in we were asked whether we wanted dinner or dessert if you aren't sure you'd better get sure quickly because they don't give you time to make a decision. We opted for dinner (won't make that mistake again). The list of appetizers is a joke your options are a bowl of salted olives eight different kinds of hummus - you have to order the bread separately - or artichoke\/jalapeno dip (the dip comes with what they call pita bread but is really pizza dough). We ordered our entrees and appetizer at the same time the artichoke\/jalapeno dip since it was the only one that comes with bread and for the entrees the ham and brie panini and the lemon chicken panini. 45 minutes later we got our appetizer none of the flavors go together (unless maybe you're stoned out of your mind and all you had to eat was pizza crust artichoke hearts olive oil and jalapeno paste then I guess it could be considered a creative take on gnosh-worthy food) wasn't the worst thing I've ever eaten but I wouldn't want to eat it again ever. Another 45 minutes later our sandwiches made their way out.... it takes a special lack of talent to mess up a sandwich. The lemon chicken was more than \"EEW\" worthy. The ham & brie was about as bland as cardboard but a lot more greasy.   I cannot say enough about how gross the bread was supposedly they make it there but truly I don't care where they make it it still tastes awful.  \n\nOverall service is slow but at least the servers are friendly. The food is over priced not good and I don't think anything in that restaurant is any more homemade than anything  I could find at Subway. It was good for a novelty night out but I will never go back."
negative,"Sucks!!! Pizza is nasty and raw... It took over an hour to prepare. Customer service doesn't exist to the owners!"
negative,"Visited this place on Friday night at 10:05 p.m. We were pleased to see ABC Bistro stayed open until11:00 p.m. and decided to go for it. We enter and Samy says to sit in the patio. We asked to stay inside and he said no on the patio because we have to clean up for tomorrow.  That should have been a sign but we stayed. He offered to turn the misters on but never did.\n\nTHE GOOD:\nFor $12 the Salmon burger and honey citrus salad were really excellent. The bun was surprisingly good and the dressing on the salad was among the very best I've ever tried. The burger was more of a fried salmon croquette which was unexpected because I don't like fried food too much and did not think I was ordering a fried dish but it also was good.\nThe restroom was impeccable and the restaurant inside was tastefully decorated and scrupulously clean. Unfortunately we were not allowed to sit inside...\n\nTHE BAD: \nSoft drinks are $3.50 and refills were not forthcoming. Yes I know it's about a dollar more per drink than is customary in similar establishments but for some reason it bugged me maybe because it was hot on the patio.\nFor $12 you get 10 gnocchi swimming in a half a quart of marinara with a generous amount of oil slicking the top of it. If you wish to add more parmesan than the minuscule amount that comes with it be prepared to pay extra. When is the last time you paid extra for parmesan cheese in a restaurant? The vast amount of sauce and small portion of gnocchi was really puzzling. The marinara itself was a bit acidic and somewhat bitter. Other reviewers also mentioned that the sauce is generous and the portions less so and that was our experience as well. After having finished all the gnocchi about 10 ounces of sauce were left on the soup plate. Interestingly no bread was offered which is surprising for a bread company.\nAround 10:15 the ugly bright lights come on inside and light up the patio killing the mood. The waitresses start pulling up all the tablecloths outside leaving us surrounded by naked plastic tables.\nThe waitresses and Samy were busy cleaning and we were the only table left in the restaurant. After waiting for some time alone on the patio we knocked on the glass to get their attention.\n\nWe asked for our check paid and left. We would have offered constructive criticism but thought we'd cut our losses and leave. I would not return mainly because of the attitude the fact that parmesan and bread costs extra and the wrecking of the mood with the cleanup and bright lights. I can overlook a dish I didn't enjoy but not this attitude where the last two customers are an inconvenience."
negative,"Was in Scottsdale visiting a friend and we stopped by here for a bite to eat. Possibly one of the worst dining experiences I have ever had. The owner (at least I think he was the owner) came out from the back of the kitchen and almost assaulted another patron for complaining that his meal was frozen solid in the middle. The couple quickly left the restaurant and we had a chuckle at this odd behavior but waited for our pizza. \n\nWhen our pizza finally came it was AWFUL! Growing up in NY I am a bit of a pizza snob and let me tell you this barely passed as edible. It was cold the cheese wasn't fully cooked and looked like it might have actually been a microwavable pizza. When I asked if they could heat it in the oven for longer they copped the biggest attitude and made us wait for 30 minutes. Absolutely terrible! Eventually we just got up and let after leaving a tip for the waitress.\n\nI honestly thought I might have been on some type of reality TV show that's how insanely BAD this place is!"
negative,"I was here with my girlfriend earlier in the year after watching our hometown team LA Lakers vs Phoenix Suns since we were in the mood for some European Bistro.\n\nI ordered the pulled pork pizza and she ordered the spaghetti with meat sauce and 3 meatballs. The spaghetti were crunchy meaning undercooked. The meat sauce was very watery and smelled funny. The meatballs were definitely tasted frozen and not freshly made. The pizza was also undercooked very much like raw dough. The pork tasted also like frozen and the BBQ sauce made it too sweet like a dessert item. Apples on it did not help. Who puts apples on a pizza?\n\nWhen we tried to tell the owners nicely they yelled at us and said we don't know food. I don't think so. I have a BS and MS in Food Science from Cal Poly Pomona. My gf has a BS in Hotel Restaurant Management also from the same school where we met. Therefore I know how food should be cooked and what it should taste like. She knows how a restaurant should be properly run. What we both saw was not right.\n\nIf you want pizza & spaghetti in a restaurant style setting instead of fast food delivery then go to California Pizza Kitchen BJ's Brewhouse or Numero Uno Pizza but not here..."
negative,"I went to ABC during the filming of Kitchen Nightmares so that should tell you something right there. I already knew all about the hoopla surrounding this place and decided it was an experience not to be missed. Plus I love Gordon Ramsay. \n\nThe first night of reservations was a cluster-f. I never made it inside and was given a reservation for the following evening instead. In their defense they had a problem with the POS that seemed to be like a ... nightmare. Ironic no? We decided to have dinner on the patio next door and watched a very dramatic night unfold at ABC.\n\nThe second night we made it in. First off let me just say that since this dining experience was rather atypical I felt like some of the other diners were purposely trying to find things wrong with their meal. Aside from the fact that it's awkward to stuff your face with pasta in front of a camera I tried my best to be impartial.\n\nShortly after we were seated Gordon eighty-sixed the ravioli for being of the frozen store bought variety. No surprise there considering the reviews. I had already known to steer clear. I played it safe and ordered the bolognese. It was fine but nothing to come back for. On the other hand the pizza and humus were actually pretty darn good. None of us found any reason to complain about the food. In fact I actually really enjoyed my boyfriend's sweet and spicy pasta rustica. I believe Amy makes the sweet and spicy marmalade cream sauce from scratch. It was quite good if you like a bit of kick. \n\nMy table was pretty agreeable until the bill arrived. I think this is where ABC struggles: customer service. If the customer has a problem for some reason it is not smoothed over. The staff and owners go immediately on the defensive. You literally have to fight to make it right. It seemed very unreasonable to me that we had to point out to them what their menu stated. It didn't matter that we ordered it or double checked when it arrived to make sure that our order was correct. When the bill arrived and it was still incorrect we were told that we were wrong. We had to point out that they were wrong by using their menu as evidence. Ridiculous.   \n\nAs we were waiting for the corrected bill Gordon brought to light some sketchy practices concerning the tip money. It seems the owners are skimming from the waitresses tips. I'm not exactly sure what was going on but there was an argument where Gordon threw out the term \"slave labor.\" Amy then came out to add that the cameras weren't around to see the waitresses when they were just standing around as if that were a good enough excuse for the tip controversy. A few of the other patrons were pretty surprised and dismayed to find out how little the waitresses were paid. Hopefully that is something that will be resolved because of the show. I would hate to think I tipped the owner 20% to argue with him over the size of pizza my dining companion ordered. Either way the customer service and the behavior of the owners was a HUGE turnoff. \n\nIn conclusion ABC's biggest problem is customer service. There is none. The waitresses are scared under-appreciated young girls just trying to make it through the night. The food for the most part is actually pretty good. At least when Gordon is around kicking ass. I can't wait to see how this place is turned around because of the show. Personally I hope the owners realize you catch a lot more bees with honey."
negative,"Terrible terrible terrible. Horrendous food and worse service. Never again. I have been to some pretty bad places in my day but this takes it. The restaurant and area are nice and clean however."
negative,"Never eat here! I came into town and someone pointed it out. I always read reviews but this time I didn't have time to. Their food is terrible the pasta was disgusting and the pizza was bad. Not only was the food a problem the owners are very mean and they disrespect their customers. I've never in my life seen anything like this."
negative,"Four of us had reservations for the \"Grand ReOpening\" thursday 23 May 2013 and were turned down at the door before getting inside. \nSamy came to the door as we walked up he was very nice but seemed frazzled and we said we had reservations from a couple days ago. He mentioned that they had fired their PR company and were no longer accepting any of the reservations. We never got an email back or a call about that cancellation. \nNobody was inside seated but roughly 4-5 employees were standing about. \nWe looked inside after the 'no reservations' comment... and asked if we could still be seated and order?  Samy promptly replied \"No sorry we are closed\".  We walked away.\n\nNow... we walked up excited to check it out and were going in with good intentions... everybody deserves a first-hand look and review of their own. But they're continuously turning down paying customers... I've seen the show. I've seen the mess on their FB and social media. I was around when the original Yelp stuff went down with Joel and then on ChowBella...  It's a story for sure. Just wish I was able to try it out for myself. \n\nNot sure where they'll be in 6mo..."
negative,"Went here w\/family last year (b4 \"Nightmares\"). Food was intolerable. Dessert was decent enough. Didn't leave tip because family members informed me about owners taking the tips.  So to clarify to person from Santa Clara (me=born & raised in CA)\nin CA IT IS ILLEGAL TO TAKE STAFF TIPS-BUT NOT IN AZ (of course). The hourly wage in a lot of \"red\" states is very low. Barely above Federal minimum. Unlike CA."
negative,"Ate here last year with work colleagues. We did not find the food good at all. We gave it a star because Yelp will not let us give the place zero.\n\nFiasco with KN apparently happened. We do not care bout it! What we do care bout is the quality of food and service we received.\n\nHere is an update:\nWas excited to learn of it's grand re-opening. \nAte there last nite. The service was inconsistent. The food was still sub par.\n\nSorry. I and my colleagues will not be returning at this establishment again."
negative,"We were very disappointed with this restaurant.  The food and service were average (3 Star).  However it was disappointing seeing the owner turn away a family of four with two young children citing that reservations were required when the restaurant was only a third occupied. Two minutes later a couple came into the restaurant and were immediately seated at a table for 4 without reservations.  As parents it was seeing this discrimination that resulted in our overall grade of 1 star.\n\nI am attaching the response I received from the Owner below.  I think it illustrates his attitude toward customer service:\n\n**** Owner Response *****\n\nHello Stephen\nYes I did refuse a family this evening without reservations; I actually refused hundreds of people earlier as I do every weekend.\nLast time I checked I have every legal right to refuse service to anyone. I did not refuse this family due to the fact that they had children with them I refused them because they did not have a reservation. \nIf you think that my Restaurant deserves one star because of that and if you feel better about yourself by posting some stupid pointless review on YELP then perhaps next time you should eat at The Pita Jungle. \nWe send tons of people like you to them on a daily basis. So enjoy!!\nAdditionally perhaps you should be Man enough to post your picture next to your review. So we can see who you are. It is very easy to hide behind a computer screen while virally attacking hard working business owners. We have a name for people like you. \"The Camel Toe Mafia\". Just a bunch of Pussies hiding behind their computer screen.\nI am very sorry that I did not refuse you too! \n\nThank You.\nSamy (the owner)"
negative,"Apparently Amy was in a bad mood or didnt like me taking pictures on front of store as they made me leave and all I was doing was taking pics of the front of Amys bakery and walking in checking in on the Yelp app I wasnt going to get food here but I ddi want to get some pie since I saw that Ramsey liked it. \nMaybe if there is a next time and I go in I wont have the cell phone out= pretty amazing IMO and never had that problem with other companies."
negative,"Wow  I went here after seeing the Kitchen Nightmares show. I ordered Baked Gnocchi Bolognese and my friend ordered the blue ribbon burger ... The gnocchi was tough and over cooked and when I \"tried\"to send it back the waitress said hesitantly said ok ...within 30 seconds of her going back to the kitchen Samy came out to see who had the gall to send back one of their dishes....sure enough he came over nice at 1st then turned mean and accusing right away !!! We got up and left with him yelling how he was calling the police cause we didn't pay for what we ate ( we had just taken our 1st bites) ...we left never to return !!! I am APPALLED that this \"eatery\" is still open  how do they have customers ? I will never ever go anywhere near this horrible attitude laden place..best of luck Samy  I hope karma comes a knockin soon ....you all have NO business in this industry ......."
negative,"After seeing the Kitchen Nightmares episode and an up coming trip to visit friends out in Arizona I put two and two together and decided to go check it out. Just to see what it's like. Why not? I'm in the area. I wanted to see what all the drama was about. And it was after the \"grand re-opening\". \n\nThe place is spotlessly clean I mean you could eat off the floors. I was actually impressed how clean it was. And empty. Quietly empty. I guess it was because it was lunch but it was still unnerving. \n\nAfter being seated the nice middle aged women got us our drinks and took our order. She seemed really nervous and scared and after seeing the notorious Sammy watching her like a hawk I can see why. \n\nAfter this all the issues began.\n\nWe got the expected long wait to get our food. I wasn't in any hurry but at least it got to me before I starved to death. I ordered a pizza my friend got a hamburger. My pizza was okay the crust was a little hard but it was good. My friends hamburger\/slider was rarer that she said she wanted but ate it anyway. It was okay passable at the best. \n\nSince both of us thought that the meal wasn't that bad we decided to order the \"famous\" deserts. I ordered a Key lime pie slice and my friend got some chocolate cake. \n\nSammy brought the slices over to us and I noticed something odd. \n\nThere were fruit flies. On the top of my key lime pie. \nLet me repeat that. Fruit flies. On top of my pie. Two of them. Just chilling there. \n\nI called Sammy back over and asked what was up with these little bugs in my cake and he went off about there being a bug problem and how someone was bringing them in to sabotage them or something. He also said it better not me me or my friend or he'd throw us both out. No comp no new pie slice nothing. I had to eat the price of my bug pie. Because he thought I put it there. We paid our overly expensive bill and left as quickly as possible. \n\nThe experience wasn't as bad as what we saw on Tv but I've still never been treated like that as a customer in my life. \n\nOne star for a clean bathroom cute decore and a clean place to sit. I guess."
negative,"Dinner for 1.\n\n- Preface\nI went to Amy's Baking Company with an open mind. After all reality TV does have a tendency to make things appear more extreme. However I was nervous. What if Samy smelled a Yelper?  There were many things I was afraid to order. Damn you Kitchen Nightmares. While the menu is filled with gnocchi choices I deviated since I didn't want to eat non-refrigerated packaged gnocchi. The burger was out since it looked like a greasy mess. And I didn't like the idea of eating raw dough so no pizza. They were out of soup that night which I found mildly annoying. In order to write an objective review it was important to me to remain a neutral regular customer with no unnecessary provoking. \n\n- Ambiance (4\/5)\nABC is clean and chic but quite empty inside. I was 1 of 3 tables. Perhaps it would have been excusable except the place next door was quite busy.\n\n- Service (3\/5)\nSamy did most of the work with the only waitress in the restaurant unmotivated; Samy even had to ask her to refill my water. If Samy took the tip I wouldn't have faulted him. He was professional all night bordering friendly dare I say? Service was also fast. I did catch a glimpse of Amy who had an iPhone earphone on--either listening to music or on the phone in the kitchen.  She seemed quite calm and collected. Every time Samy came to the table with food he would tell me how delicious it would be. Also instead of asking how the food was he would ask \"it's delicious isn't it?\" So even when I had some serious concerns I just let it pass. I'm not really a confrontational person. Just come home and Yelp about it!  \n\n- Bread (N\/A)\nConsidering the upscale vibe ABC is going for I was quite surprised not to receive any bread.\n\n- Lemon Garlic Hummus $5 (2\/5)\nThe lemon garlic hummus had good Mediterranean flavor but I think Amy must have added a \"drizzle\" of oil on top because it was too oily. Of the bits I was able to taste it was actually decent but the oiliness really put me off and deterred me from finishing.\n\n- Herbed Flatbread $5 (5\/5)\nI felt deceived. I ordered the hummus expecting there would be some sort of bread or cracker included. So when Samy asked casually about the flatbread with the hummus I assumed it was included. It wasn't. The flat bread comes in a huge portion about 10 big pieces. Quite good!  Garlicky toasty on the top but soft in the middle. I'd certainly come back for the flatbread. Ironically the one thing I didn't intend to order turned out to be the best.\n\n- Pesto Spinach Ravioli $16 (2\/5)\nGordon Ramsey dissed the ravioli on the show but he seemed to make more a hubbub about the fact that they were frozen. I highly suspect these were the same frozen raviolis that Gordon got since fresh raviolis have a different texture. These raviolis were also quite flavorless which is ironic considering the really salty and oily (sensing a theme?) sauce they were drenched in. I was \"foraging\" for raviolis. The spinach was cooked quite nicely and I do appreciate the fresh tasting prosciutto and mushrooms. The concept was nice. If the sauce was a bit less oily Amy used a little bit less salt and we had homemade raviolis this would've been a passable dish.    \n\n- Key Lime Pie $10 (1\/5)\nABC had been criticized due to revelations that the desserts were store bought and not actually homemade. Who cares? I'm sure this kind of thing happens far more than we know. To my severe disappointment it was not at all good. It had a bit more of an oily foamy consistency. It was also much more sour than key lime pie should be and the crust tasted a bit burnt. And what's with the edible glitter! I think this pie is the perfect representation of ABC--glittery on the outside but once you dip your fork in past the surface you find some unappetizing elements.  \n\n- Value (2\/5)\nConsidering the prices ABC is charging I expected a fine dining experience. Unfortunately the food is just not up to par. Even if the key lime pie had tasted good $10 for a piece of pie? C'mon... it's only $8 at Joe's Stone Crab in Miami!! The portions are large--Samy mentioned that everything they do is large. And while quantity might be important to some quality is more important to me.  \n\n- Final Word\nI'm disappointed that Samy and Amy did not take Gordon Ramsey's advice. With instruction Chef Amy could serve good dishes. I would love to see the owners take a chill pill and fix things. If I hadn't seen the way they treated customers on the show I would have felt sorrier for them.  They looked quite rundown by all the attention. To the reviewers who keep leaving 1 star reviews without having visited the place stop. Go try it; then let your Yelp review do the talking. The other 2 tables there looked like regulars and they seemed to like the food. Not sure if they've lost their taste buds but to each his own. To the owners--swallow your pride and figure it out!  I hope I can come back one day when your food is better.  Good luck."
negative,"THE WRONG TEAM\nWanted some dessert to go.  Walked in it was hotter inside the restaurant than outside started sweating and walked straight to the dessert case.  Owner guy looked straight into my eyes then went back to his touch computer screen which is located less than a foot away from the dessert case.  NO HELLO NO WAVE NO NOD.  \n\nStarting to think this is one of the places where you don't wanna be on the brown team on a Friday night.\n\nI scan the dessert case.  Tiramisu creme brulee key lime pie lemon tart the usual suspects.  I decide on chocolate cream pie after scanning the dessert case back and forth about 3 times.  I take another glance at the owner.  He again makes eye contact but says and does nothing to acknowledge us continuing to cater to his screen and dine in customers.  \n\n\nTHE RUDE\nThe icing on the cake of the crappy experience was when 2 of his obviously regular customers walk in he CRANES his neck and body to the left....YES AROOOOOUUUUUND me AND my man... to welcome them in and usher them to a table.  We stood looking dumb and ready to order our freaking dessert to-go.  \n\nWe were straight up ignored from the moment we walked in to the whole 5 minutes later when the owner who has been within spitting distance of me the entire time looks at me again and finally decides to ask if he could help me.\n\n\nTHE RUSH\nI ask him what the other chocolate pie looking thing is since it is unlabeled he rushes a reply of \"flourless chocolate\"  I said \"what... like flourless chocolate what\"... he says \"flourless chocolate\" again like I didn't hear him the first time.  I give up and ask for the other chocolate thing the chocolate cream pie.  He says my chocolate cream pie choice is an excellent choice and then rushes to pull out my chocolate cream pie and assumes we are dining in AFTER I said \"Ill have the chocolate cream pie to-go\"  I said \"no to go please\".  \n\nTHE DESSERT\nChocolate cream pie tart thing was beautiful very chocolatey thick crusted filled with fluffy chocolate cream topped with piped whipped cream and dusted with glitter.  It was delicious.  It was $8.00.  Unfortunately not delicious enough to return.\n\nThumb up for the pie\nThumb down for ignorance...boo"
negative,"The food is not as terrible as people have made it sound nor is it as great as others. What made my experience bad was the constant talk about this whole yelp thing. I don't want to hear about this while I'm in your restaurant. Kudos on the Creme Brulee thoroughly enjoyed it!"
negative,"I was disappointed to see that they've changed their menu from pastas\/pizzas to sandwiches\/salads. Apparently they're trying serve healthier easier-to-make foods.\n\nMy boyfriend and I got the cheese panini and caramel cheesecake. The panini tasted like any other you could make at home and the salad was drenched in its dressing.\n\nThe cheesecake was good ONLY if you had the caramel drizzle and crust in the same bite. Otherwise the middle of the cheesecake itself was bland. \n\nSamy and the waitress who served us were really friendly and at the end of our meal Samy came by to thank us and shake our hands."
negative,"I've thrown up better pizza. This pizza is just bland and awful and should not be sold to anyone who is currently not in prison."
negative,"Nasty food and terrible service!! The owner is nuts and I am glad I did not pay for any of that crap. There was a piece of hair in my pizza and the desserts looked store bought. We got our food and once we saw how bad it was we left. We ended up going to mcdonalds for dinner.."
negative,"\"scary that people like this can own a biz; sad.  Gordon Ramsey you owe me money!  Your show made my cousin want to go here!\"\n\nAlso why is it that everyone that gives this place a great review always starts by saying they aren't a paid spokesperson.  Who told them to say that? We know the owners wouldn't get people to put up great reviews. no way lol; bizarre\n\nForget the criminal records and shady pasts of the owners that would make the Soprano's look like a smurf's episode.  That's bad enough; so let's review the restaurant. \n\nMy cousin is a fan of Gordon Ramsey's show and she wanted to go here.  I was on my way home from a biz trip so I went to visit her and I reluctantly went. \n\nIt was as bad as any restaurant I've ever been in. \n\nWe ordered sausage and pepperoni pizza and it was really greasy.  It took forever and we started laughing about it and it obviously didn't please the male owner.   The crust was cooked on the bottom but the topping seemed wet and under cooked.  I ate one piece and didn't want to risk it. \n\nI read where the female owner stated that she made the desserts when in reality a bakery makes them and she serves them.  With the reviews of fruit flies on some of the desserts I didn't want to risk that either.   I personally will never go there again.  \n\nThese are two arrogant narcissistic and paranoid people who have no clue to what they are doing and how to treat people properly.  Until they realize that the problem is them NOTHING will change.  \n\nI'll never spend a dime in this place again and I should kick my own ass for allowing my sweet cousin to talk me into going. \n\nPositives:\nStaff was very nice and attentive\n\nNegatives:\nFood was bad\nUncomfortable place to be in especially with an owner that is staring at you thinking you are going to get him or something.\n\nYears ago when I started a business I realized it was all about the people I'm helping and not about me.  Until this business gets that nothing will change."
negative,"While waiting for my movie time I decided to grab lunch at ABC. I asked for coffee which was bitter. I asked for tomato\n sauce for my cheese tomato panini i was told that the sauce would be an additional $4. The sandwich was already $10 for just cheese and tomato. The gentlemen owner was not very friendly and would not provide sauce of any kind free. He was also looking at me crudely when I used my phone. I do not recommend this \"snobby\" place. Thanks for reading. The Bike Chaplain"
negative,"I was in Scottsdale on business and decided to give this place a try. Ordered the Blue Ribbon burger. I nearly puked it was like a wet sponge soaked in grease. Owners were rude and obnoxious when I complained. NEVER AGAIN!"
negative,"The \"owners\" are just as obnoxious in person as they are on TV. A classic FAIL in just about every aspect. While the place was adequately clean Samy has quite a chip on his shoulder which is oh so apparent as soon as you walk in. Gordon Ramsey nailed these guys spot on. The pizza was undercooked and fairly bland. The salad my wife had was not washed properly and had a \"grit\" that made it unpleasant and ultimately had to be sent back. You would think that after all the attention this place has had in the not too distant past they would be bending over backward to start earning new customers. I found that NOT to be the case. It is just a matter of time before they run out of $$ to keep this sinking ship afloat."
negative,"I really wanted to like this place.\nIt's clean and the wait staff are pleasant but the food is disgusting and undercooked.\nPrison food would be be a step up.\nSave your money and go elsewhere."
negative,"All our food was either under cooked or way over cooked. It's a pizza how can you screw it up so horribly? Waist of money"
negative,"Let me be honest first only came here because I wanted to see all the fighting and screaming.\nNow onto the food\nOrdered: BBQ Chicken Mango \nThoughts: Blah under cooked very doughy \nExpectations: Waiting to have the pizza thrown in my face\nOverall: It is what everyone else says its just blah food wasn't very good and for the price just don't see the point.\n\nBut please if you are going to be side show have that going on I didn't see anything out of the ordinary here. If you want to have business be that side show that people come to see and make your money now then close like you will in the next few months."
negative,"I'd put zero stars if it was an option- the food was horrible the atmosphere was tense and the owner some older guy was rude when asked how much longer it would be after waiting well over an hour for a burger and a salad. \nDo not bother wasting your money here there are many other better options in Scottsdale"
negative,"This place is a joke. Undercooked pizza dry desserts horrible management. I wish I could give this place zero stars. The customer service at this place is almost non existent. Don't waste your money"
negative,"Everything about this place makes my skin crawl. That seems weird given it's such a pretty restaurant... That just goes to show how people and food effect everything. I would rather eat at a nasty sticky Waffle House! Seriously.. I have never been around such horrible people in my entire life. The food is just awful and you better not complain about it. Makes my heart hurt so much and I feel such pitty for those who feel ugliness is necessary.. Sad... Sad... STAY AWAY! Not worth putting yourself through that kind of experience.."
